customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,age,age_group
224588,female,margaret_sims,wingham,on,ontario,n0g_2w0,canada,north_america,1971-07-02,55,46-55
225285,male,doug_anderson,fulford_harbour,bc,british_columbia,v0s_1c0,canada,north_america,1950-08-16,76,65+
225593,female,josephine_gregg,grande_prairie,ab,alberta,t8v_0s1,canada,north_america,1986-01-03,40,36-45
225634,female,dawn_wagaman,chilliwack,bc,british_columbia,v2p_2m1,canada,north_america,1954-12-21,72,65+
225768,male,paul_towle,cornwall,on,ontario,k6j_3r2,canada,north_america,1944-08-30,82,65+
226013,male,pablo_olmos,ottawa,on,ontario,k1l_6c7,canada,north_america,1955-08-10,71,65+
226220,male,monty_harris,ottawa,on,ontario,k1p_5m7,canada,north_america,1992-11-02,34,26-35
226367,male,sam_martin,galahad,ab,alberta,t0b_1r0,canada,north_america,1991-09-15,35,26-35
226576,male,anthony_cox,windsor,on,ontario,n9a_1h9,canada,north_america,1952-10-20,74,65+
226740,male,david_hayes,sidney,bc,british_columbia,v8l_1x3,canada,north_america,1986-11-17,40,36-45
226833,male,darryl_gibson,regina,sk,saskatchewan,s4s_2r3,canada,north_america,1990-02-18,36,36-45
227116,male,steven_meier,unionville,on,ontario,l3r_0l7,canada,north_america,1955-07-18,71,65+
227281,male,mark_ratcliff,langley,bc,british_columbia,v3a_4p6,canada,north_america,1964-09-10,62,56-65
227338,female,ida_moore,edmonton,ab,alberta,t5j_2r4,canada,north_america,1977-10-31,49,46-55
227416,male,michael_hicks,red_deer,ab,alberta,t4n_2a6,canada,north_america,2000-07-23,26,26-35
227564,male,sean_clements,rolphton,on,ontario,k0j_2h0,canada,north_america,1976-02-27,50,46-55
227565,male,john_pointer,toronto,on,ontario,m5h_1p6,canada,north_america,1971-08-09,55,46-55
227646,male,leroy_flatt,quebec,qc,quebec,g1v_3v5,canada,north_america,1939-07-31,87,65+
227654,male,glenn_brown,sudbury,on,ontario,p3e_5k3,canada,north_america,1958-04-27,68,65+
227656,female,elizabeth_landers,sherbrooke,qc,quebec,j1h_5m7,canada,north_america,1997-04-09,29,26-35
227898,male,michael_marks,brock,sk,saskatchewan,s4p_3y2,canada,north_america,1976-01-08,50,46-55
227946,female,kim_lee,sherbrooke,qc,quebec,j1h_1r4,canada,north_america,1998-03-27,28,26-35
228402,female,lenora_barrett,victoria,bc,british_columbia,v8r_5a7,canada,north_america,1971-06-22,55,46-55
228413,male,brian_alderman,guelph,on,ontario,n1h_2w8,canada,north_america,1954-05-15,72,65+
228792,female,judy_young,edmonton,ab,alberta,t5j_2r4,canada,north_america,1946-12-14,80,65+
228850,male,james_mccauley,ottawa,on,ontario,k2g_3k2,canada,north_america,1937-12-24,89,65+
229084,male,philip_dotson,toronto,on,ontario,m5h_1p6,canada,north_america,1994-04-22,32,26-35
229104,female,melissa_barrera,haines_junction,yt,yukon,y0b_1l0,canada,north_america,1966-01-03,60,56-65
229136,male,charles_molina,montreal,qc,quebec,h4n_3c5,canada,north_america,1947-11-25,79,65+
229251,male,douglas_williams,port_elgin,on,ontario,n0n_2c4,canada,north_america,1970-01-17,56,56-65
229286,female,annamarie_rodriguez,stavely,ab,alberta,t0l_1z0,canada,north_america,1980-12-10,46,46-55
229582,male,peter_price,saskatoon,sk,saskatchewan,s7k_1w8,canada,north_america,1945-10-29,81,65+
229838,female,annette_martinez,edmonton,ab,alberta,t6h_1j5,canada,north_america,1980-04-03,46,46-55
229939,female,kathleen_curtis,pikangikum,on,ontario,p0v_2l0,canada,north_america,1957-04-27,69,65+
229949,male,brian_watson,calgary,ab,alberta,t2t_0c6,canada,north_america,1955-07-22,71,65+
229987,female,kristina_callahan,brooks,ab,alberta,t0j_0j0,canada,north_america,1953-01-05,73,65+
230391,female,cynthia_kerlin,stayner,on,ontario,l0m_1s0,canada,north_america,1942-09-06,84,65+
230405,male,jeff_collins,cadillac,sk,saskatchewan,s4p_3y2,canada,north_america,1991-07-25,35,26-35
230457,male,andrew_lachapelle,glencoe,on,ontario,n0l_1m0,canada,north_america,1992-04-26,34,26-35
230521,male,melvin_cameron,langley,bc,british_columbia,v3a_4p6,canada,north_america,1947-05-08,79,65+
230598,male,thomas_bates,toronto,on,ontario,m6s_2z7,canada,north_america,1940-03-02,86,65+
230779,female,phyllis_studdard,london,on,ontario,n5w_2s9,canada,north_america,1958-11-26,68,65+
231898,male,robert_embree,calgary,ab,alberta,t2v_2w2,canada,north_america,1968-12-17,58,56-65
231984,female,kathryn_williams,calgary,ab,alberta,t2p_0w4,canada,north_america,1954-12-26,72,65+
231997,female,harriet_ford,port_mcneill,bc,british_columbia,v0n_2r0,canada,north_america,1960-10-04,66,65+
232195,male,michael_thompson,toronto,on,ontario,m3b_2w6,canada,north_america,1993-07-04,33,26-35
232586,female,christine_coppin,new_westminster,bc,british_columbia,v3l_3c1,canada,north_america,1961-06-18,65,56-65
232588,female,nancy_fraser,montreal,qc,quebec,h4j_1m9,canada,north_america,1984-01-16,42,36-45
232740,female,debra_moses,montreal,qc,quebec,h4j_1m9,canada,north_america,1984-05-05,42,36-45
232998,female,beulah_potts,toronto,on,ontario,m2j_3t7,canada,north_america,1982-04-02,44,36-45
233477,female,martha_hamilton,calgary,ab,alberta,t3e_0k6,canada,north_america,2001-07-21,25,18-25
233565,female,marilyn_harper,windsor,on,ontario,n9a_1h9,canada,north_america,1989-04-24,37,36-45
233567,female,blanca_gonyea,quyon,qc,quebec,j0x_2v0,canada,north_america,1971-08-12,55,46-55
233643,female,latisha_paschal,calgary,ab,alberta,t2t_0c6,canada,north_america,1962-06-13,64,56-65
233698,female,trudy_riley,vancouver,bc,british_columbia,v6m_1y8,canada,north_america,2001-03-22,25,18-25
233728,male,steven_stanhope,toronto,on,ontario,m6s_2z7,canada,north_america,1999-01-26,27,26-35
233855,male,donald_smith,spencerville,on,ontario,k0e_1x0,canada,north_america,1947-03-08,79,65+
233904,male,william_bradley,burlington,on,ontario,l7r_2g6,canada,north_america,1952-09-25,74,65+
234326,male,steven_james,haliburton,on,ontario,k0m_1s0,canada,north_america,1962-07-03,64,56-65
234493,male,harold_gonzalez,montreal,qc,quebec,h3b_4w8,canada,north_america,1989-06-17,37,36-45
234620,male,daniel_braunstein,galahad,ab,alberta,t0b_1r0,canada,north_america,1941-11-06,85,65+
234648,female,kim_contreras,regina,sk,saskatchewan,s4p_3y2,canada,north_america,1995-10-18,31,26-35
234726,female,rebecca_carl,burnaby,bc,british_columbia,v5b_3c9,canada,north_america,1938-09-19,88,65+
235050,male,james_webster,guelph,on,ontario,n1h_2t2,canada,north_america,1973-10-04,53,46-55
235093,female,isabella_pickett,montreal,qc,quebec,h3b_1s6,canada,north_america,1956-03-13,70,65+
235116,male,nathan_valentine,etobicoke,on,ontario,m9w_1k7,canada,north_america,1952-08-23,74,65+
235133,female,tamela_moran,toronto,on,ontario,m8v_3b6,canada,north_america,1955-05-29,71,65+
235534,female,mary_gaither,quebec,qc,quebec,g1v_3v5,canada,north_america,1959-05-14,67,65+
235607,female,jeanette_tejada,cornwall,on,ontario,k6j_3r2,canada,north_america,1959-09-26,67,65+
235730,female,ethel_harrison,barrington,ns,nova_scotia,b0w_1e0,canada,north_america,1949-12-20,77,65+
235891,female,ethel_poss,toronto,on,ontario,m4e_2v5,canada,north_america,1983-03-24,43,36-45
236161,female,nicole_lewis,montreal,qc,quebec,h3b_4w8,canada,north_america,1967-10-06,59,56-65
236612,male,johnathon_burleson,north_bay,on,ontario,p1b_8g3,canada,north_america,1964-10-12,62,56-65
236812,male,al_heslin,glenavon,sk,saskatchewan,s4p_3y2,canada,north_america,1970-11-23,56,56-65
236846,male,anthony_jarvis,tiverton,on,ontario,n0g_2t0,canada,north_america,1940-03-06,86,65+
236863,male,john_wright,winnipeg,mb,manitoba,r3b_3k6,canada,north_america,1954-04-30,72,65+
236974,female,sandra_hollenbeck,lloydminster,ab,alberta,t9v_0l9,canada,north_america,1941-12-31,85,65+
237000,male,george_brown,christina_lake,bc,british_columbia,v0h_1e0,canada,north_america,1938-03-01,88,65+
237358,male,mark_blair,olds,ab,alberta,t0m_1p0,canada,north_america,1961-01-31,65,56-65
237541,male,james_dickey,montreal,qc,quebec,s4p_3y2,canada,north_america,1992-03-30,34,26-35
237557,female,robin_hoover,newmarket,on,ontario,l3y_2a3,canada,north_america,1999-04-16,27,26-35
237725,male,bryan_gonzalez,roseneath,on,ontario,k0k_2x0,canada,north_america,2001-12-01,25,18-25
237911,male,jeremy_patrick,sherbrooke,qc,quebec,j1h_1r6,canada,north_america,1947-10-18,79,65+
238065,male,joseph_adams,london,on,ontario,n0n_0n0,canada,north_america,1981-01-15,45,36-45
238069,male,alfred_garrett,toronto,on,ontario,m9v_2x5,canada,north_america,1988-02-08,38,36-45
238385,male,robert_malone,kelowna,bc,british_columbia,v1y_8h2,canada,north_america,1938-09-09,88,65+
238624,male,daniel_hammer,fort_st_john,bc,british_columbia,v1j_3y7,canada,north_america,1951-07-24,75,65+
238625,male,jeff_reynolds,victoria,bc,british_columbia,v8w_2h9,canada,north_america,1951-09-20,75,65+
238678,male,antonio_petersen,medicine_hat,ab,alberta,t1a_0n1,canada,north_america,1971-01-07,55,46-55
238806,female,karen_ford,franklin_centre,qc,quebec,j0s_1e0,canada,north_america,1962-12-30,64,56-65
238820,male,david_fraire,humboldt,sk,saskatchewan,s4p_3y2,canada,north_america,1967-04-09,59,56-65
238986,male,steven_flores,lindsay,on,ontario,k9v_4a4,canada,north_america,1996-04-10,30,26-35
239066,female,carol_hoffman,trail,bc,british_columbia,v1r_3w5,canada,north_america,1956-06-25,70,65+
239126,male,gary_jackson,avonmore,on,ontario,k0c_1c0,canada,north_america,1984-10-05,42,36-45
239134,male,nicholas_kelly,la_tuque,qc,quebec,g9x_3b2,canada,north_america,1973-06-04,53,46-55
239187,female,viva_tocco,calgary,ab,alberta,t2p_1m6,canada,north_america,1958-11-11,68,65+
239297,female,kendra_scott,brantford,on,ontario,n3t_2z8,canada,north_america,1983-09-29,43,36-45
239424,male,randy_king,toronto,on,ontario,m2n_2g8,canada,north_america,1984-07-28,42,36-45
239502,male,bernard_davis,chilliwack,bc,british_columbia,v2p_2s6,canada,north_america,1990-04-08,36,36-45
239571,female,marie_tate,north_vancouver,bc,british_columbia,v5t_2c1,canada,north_america,1935-06-05,91,65+
239647,female,jane_matthews,pointe_au_baril,on,ontario,p0g_1k0,canada,north_america,1937-01-26,89,65+
239934,male,anthony_olsen,bear_canyon,ab,alberta,t1t_1t1,canada,north_america,1993-07-03,33,26-35
239991,male,wayne_chung,high_prairie,ab,alberta,t0g_1e0,canada,north_america,1951-04-21,75,65+
240017,female,nicole_lopez,okanagan_mission,bc,british_columbia,v0r_1s0,canada,north_america,1953-10-01,73,65+
240085,female,jena_lundy,williamsburg,on,ontario,k0c_2h0,canada,north_america,1972-12-05,54,46-55
240328,female,rose_fawcett,toronto,on,ontario,m5t_1t4,canada,north_america,1942-07-07,84,65+
240341,male,gregory_morgan,peterborough,on,ontario,k9h_2l1,canada,north_america,1994-04-22,32,26-35
240344,male,stephen_silcox,toronto,on,ontario,m9v_2x5,canada,north_america,1994-08-10,32,26-35
240347,female,beatrice_robinson,new_westminster,bc,british_columbia,v3l_5h1,canada,north_america,1978-05-24,48,46-55
240370,male,ryan_coca,toronto,on,ontario,m4w_1j7,canada,north_america,1963-11-12,63,56-65
240527,female,hailey_matthews,brockville,on,ontario,k6v_4x4,canada,north_america,1989-03-03,37,36-45
240595,male,daniel_williamson,lachute,qc,quebec,j8h_2j7,canada,north_america,1978-12-18,48,46-55
240609,female,connie_delgado,kintore,on,ontario,n0m_2c0,canada,north_america,1984-01-25,42,36-45
240858,male,harvey_ahmad,vancouver,bc,british_columbia,v5r_2t4,canada,north_america,1966-09-09,60,56-65
241006,female,carmella_kovach,saskatoon,sk,saskatchewan,s7k_1w8,canada,north_america,1960-12-16,66,65+
241136,male,jermaine_gardner,calgary,ab,alberta,t2p_0h3,canada,north_america,1966-04-24,60,56-65
241230,female,della_calhoun,wolfe_island,on,ontario,k0h_2y0,canada,north_america,1964-11-08,62,56-65
241365,male,matthew_moncrief,rosedale,bc,british_columbia,v0x_1x0,canada,north_america,2001-12-12,25,18-25
241436,male,rickie_springer,montreal,qc,quebec,h3c_5k4,canada,north_america,1944-11-01,82,65+
241450,male,james_knight,parry_sound,on,ontario,p2a_1w8,canada,north_america,1958-04-20,68,65+
241513,female,heidi_powers,kelowna,bc,british_columbia,v1y_8h2,canada,north_america,2001-04-28,25,18-25
241610,male,blake_robinson,nanaimo,bc,british_columbia,v9r_3a8,canada,north_america,1941-02-03,85,65+
241724,female,misty_ball,brandon,mb,manitoba,r7a_5y1,canada,north_america,1945-11-28,81,65+
241760,male,paul_guy,cranbrook,bc,british_columbia,v1c_2r9,canada,north_america,1998-03-10,28,26-35
241885,female,tina_mock,winnipeg,mb,manitoba,r3c_0c4,canada,north_america,1986-06-02,40,36-45
242098,male,martin_clark,tignish,pe,prince_edward_island,c0b_2b0,canada,north_america,1952-01-20,74,65+
242542,female,colleen_moore,campbell_river,bc,british_columbia,v9w_2c9,canada,north_america,1998-09-02,28,26-35
242571,male,john_daigle,north_bay,on,ontario,p1b_8g4,canada,north_america,1979-01-27,47,46-55
242781,male,stephen_gritton,toronto,on,ontario,m2n_2g8,canada,north_america,1984-03-10,42,36-45
242897,female,sherri_fray,vancouver,bc,british_columbia,v6c_1b4,canada,north_america,1978-04-16,48,46-55
242901,male,allen_tran,toronto,on,ontario,m6h_4b6,canada,north_america,1943-11-16,83,65+
242920,male,stephen_powell,new_westminster,bc,british_columbia,v3l_5h1,canada,north_america,1937-05-03,89,65+
242985,female,donna_shannon,rosetown,sk,saskatchewan,s0l_2v0,canada,north_america,1992-07-14,34,26-35
243036,female,denese_mcdaniel,toronto,on,ontario,m5h_1p6,canada,north_america,1947-08-29,79,65+
243073,female,kathy_allen,calgary,ab,alberta,t2p_0w4,canada,north_america,1974-02-05,52,46-55
243170,female,susan_dee,st_hyacinthe,qc,quebec,j2s_2t3,canada,north_america,1948-03-23,78,65+
243209,female,molly_clark,courtenay,bc,british_columbia,v9n_2j6,canada,north_america,1949-04-17,77,65+
243332,male,cory_potter,mulhurst_bay,ab,alberta,t0c_2c0,canada,north_america,1962-06-06,64,56-65
243341,female,cecile_herman,ottawa,on,ontario,k1z_7b5,canada,north_america,1981-10-19,45,36-45
243543,female,marta_ramm,richmond,bc,british_columbia,v6x_2b8,canada,north_america,1974-06-03,52,46-55
243747,male,bill_caldwell,st_catharines,on,ontario,l2s_2k4,canada,north_america,1961-08-06,65,56-65
243799,male,troy_brandon,winnipeg,mb,manitoba,r3c_4l5,canada,north_america,1975-05-28,51,46-55
243807,male,troy_hobbs,toronto,on,ontario,m2j_3t7,canada,north_america,1995-09-29,31,26-35
243917,female,summer_brown,toronto,on,ontario,m5t_1t4,canada,north_america,1983-02-07,43,36-45
244065,female,dawn_stanfill,toronto,on,ontario,m5j_2r8,canada,north_america,1981-05-15,45,36-45
244179,male,peter_hummel,calgary,ab,alberta,t2a_1c8,canada,north_america,1985-12-12,41,36-45
244193,male,daniel_lippert,etobicoke,on,ontario,m9w_1k7,canada,north_america,1959-03-15,67,65+
244320,male,douglas_richards,lansdowne_house,on,ontario,p0t_1z0,canada,north_america,1977-06-30,49,46-55
244323,male,freddie_gorney,toronto,on,ontario,m5j_2r8,canada,north_america,1985-01-27,41,36-45
244354,female,esther_smith,south_slocan,bc,british_columbia,v0g_2g0,canada,north_america,1962-02-12,64,56-65
244462,female,shanon_watson,vancouver,bc,british_columbia,v6c_1b4,canada,north_america,1952-11-23,74,65+
244465,male,raymond_calderon,bjorkdale,sk,saskatchewan,s0e_0e0,canada,north_america,1975-05-22,51,46-55
244545,female,joan_bedard,vancouver,bc,british_columbia,v6b_3k9,canada,north_america,1993-02-14,33,26-35
244601,female,brittany_borders,newmarket,on,ontario,l3y_2a3,canada,north_america,1959-09-09,67,65+
244737,female,barbara_maciejewski,vancouver,bc,british_columbia,v6b_3k9,canada,north_america,1974-07-06,52,46-55
244792,male,myron_holman,malton,on,ontario,l4t_1a9,canada,north_america,1981-02-14,45,36-45
244921,male,benjamin_weaver,london,on,ontario,n5w_2s9,canada,north_america,1938-07-12,88,65+
244931,male,horacio_saavedra,carmacks,yt,yukon,y0b_1c0,canada,north_america,1943-04-12,83,65+
244936,female,carolee_miller,toronto,on,ontario,m3b_2w6,canada,north_america,1940-12-06,86,65+
245017,female,maria_aultman,chelsea,qc,quebec,j0x_1n0,canada,north_america,1990-02-14,36,36-45
245143,female,gladys_kilpatrick,quebec,qc,quebec,g1e_2l3,canada,north_america,1974-08-15,52,46-55
245372,female,janet_greer,brockville,on,ontario,k6v_4x4,canada,north_america,1937-02-11,89,65+
245649,male,daniel_horton,hughenden,ab,alberta,t0b_2e0,canada,north_america,1964-04-27,62,56-65
245739,male,franklyn_edmonson,montreal,qc,quebec,h3b_4w8,canada,north_america,1945-01-26,81,65+
245808,male,mark_macias,stittsville,on,ontario,k2s_1b9,canada,north_america,1940-04-20,86,65+
245912,female,evelyn_lavender,calgary,ab,alberta,t2p_0w4,canada,north_america,1959-11-29,67,65+
245936,male,shane_becker,st_charles,on,ontario,p0m_2w0,canada,north_america,1993-07-14,33,26-35
246420,male,willie_sanchez,richmond,bc,british_columbia,v6x_2b8,canada,north_america,1965-03-22,61,56-65
246656,male,christopher_white,edmonton,ab,alberta,t5j_3n6,canada,north_america,1962-06-24,64,56-65
246888,male,joseph_bryant,kirkland_lake,on,ontario,p2n_2g8,canada,north_america,1971-03-29,55,46-55
247032,male,jason_welch,francois_lake,bc,british_columbia,v0j_1e0,canada,north_america,1967-12-19,59,56-65
247129,male,edward_sims,calgary,ab,alberta,t2p_1m6,canada,north_america,1998-03-08,28,26-35
247132,female,joyce_davis,ottawa,on,ontario,k1h_7z1,canada,north_america,1963-04-10,63,56-65
247171,female,candis_manning,vancouver,bc,british_columbia,v6b_3k9,canada,north_america,1998-03-11,28,26-35
247443,male,dennis_perryman,wha_ti,nt,northwest_territories,x0e_1p0,canada,north_america,1966-01-31,60,56-65
247706,male,michael_hopkins,highgate,on,ontario,n0p_1t0,canada,north_america,1996-01-07,30,26-35
247866,male,michael_faught,edmonton,ab,alberta,t6h_1j5,canada,north_america,1987-12-26,39,36-45
247966,female,mary_howze,montreal,qc,quebec,h2x_1y8,canada,north_america,1960-08-29,66,65+
247971,female,rose_cox,ottawa,on,ontario,k1z_7b5,canada,north_america,2000-01-01,26,26-35
248178,female,mary_alvarez,carbon,ab,alberta,t0m_0l0,canada,north_america,1947-04-01,79,65+
248283,female,pamela_gantt,domremy,sk,saskatchewan,s4p_3y2,canada,north_america,1955-05-27,71,65+
248406,female,lynne_stanton,east_hereford,qc,quebec,j0b_1s0,canada,north_america,1991-08-05,35,26-35
248476,male,elliott_dahl,edmonton,ab,alberta,t5j_2r4,canada,north_america,2001-01-03,25,18-25
248555,male,clarence_chiasson,huntingdon,bc,british_columbia,v0x_1m0,canada,north_america,1985-08-20,41,36-45
248607,male,robert_dowd,oshawa,on,ontario,l1h_7k5,canada,north_america,1951-06-02,75,65+
248677,female,jennifer_rosenblum,quebec,qc,quebec,g1r_5b2,canada,north_america,1991-09-29,35,26-35
248690,female,glenda_mitchell,gorrie,on,ontario,n0g_1x0,canada,north_america,1938-05-18,88,65+
249120,male,craig_burch,newmarket,on,ontario,l3y_2a3,canada,north_america,1983-08-25,43,36-45
249261,female,terry_bowen,montreal,qc,quebec,h3c_5k4,canada,north_america,1968-09-19,58,56-65
249269,female,mary_brown,bromptonville,qc,quebec,h0h_0h0,canada,north_america,1966-12-27,60,56-65
249320,female,sarah_hall,red_deer,ab,alberta,t4n_2a6,canada,north_america,1953-06-20,73,65+
249397,female,stacey_nabors,kitchener,on,ontario,n2h_5a5,canada,north_america,1949-02-07,77,65+
249578,female,shirley_fife,victoria,bc,british_columbia,v8w_2h9,canada,north_america,1947-10-16,79,65+
249893,female,mary_simms,kamloops,bc,british_columbia,v2c_5a5,canada,north_america,1938-07-26,88,65+
249956,female,brittany_grizzard,edmonton,ab,alberta,t5m_3k3,canada,north_america,1971-07-30,55,46-55
250052,male,justin_champion,niagara_falls,on,ontario,l2g_6y2,canada,north_america,1976-12-01,50,46-55
250176,male,charles_cooper,toronto,on,ontario,m1l_3k7,canada,north_america,1993-08-08,33,26-35
250194,male,christopher_jones,chilliwack,bc,british_columbia,v2p_2s6,canada,north_america,1955-01-12,71,65+
250739,female,anna_howe,penticton,bc,british_columbia,v2a_2t6,canada,north_america,1974-09-23,52,46-55
250804,male,rafael_scott,ottawa,on,ontario,k1p_5m7,canada,north_america,1940-09-28,86,65+
250824,male,brian_mcatee,stoney_creek,on,ontario,l8g_2v1,canada,north_america,1954-05-17,72,65+
250884,male,kyle_askins,brampton,on,ontario,l6t_3w9,canada,north_america,1948-03-04,78,65+
250944,male,dallas_hudson,welland,on,ontario,l3b_3z6,canada,north_america,1976-03-01,50,46-55
250990,male,dan_grainger,sudbury,on,ontario,p3e_4n2,canada,north_america,1947-08-23,79,65+
251045,female,catherine_carter,longueuil,qc,quebec,j4h_1m3,canada,north_america,1936-12-19,90,65+
251069,male,roy_peterson,nanaimo,bc,british_columbia,v9r_3a8,canada,north_america,1942-10-28,84,65+
251084,female,mary_dejean,bonaventure,qc,quebec,g0c_1e0,canada,north_america,1950-07-25,76,65+
251252,male,frank_harris,estevan,sk,saskatchewan,s4a_0w6,canada,north_america,1995-05-18,31,26-35
251282,male,philip_holley,calgary,ab,alberta,t2p_0h3,canada,north_america,1976-05-13,50,46-55
251344,male,charles_rosa,toronto,on,ontario,m8z_4h4,canada,north_america,1990-04-01,36,36-45
251587,male,gregory_west,unionville,on,ontario,l3r_0l7,canada,north_america,1935-07-26,91,65+
251670,male,dennis_barnett,hamilton,on,ontario,l8k_1a4,canada,north_america,1956-06-24,70,65+
252272,female,brenda_fairley,cobalt,on,ontario,p0j_1c0,canada,north_america,1981-02-11,45,36-45
252545,male,michael_gabriel,ottawa,on,ontario,k1g_0z2,canada,north_america,1945-07-15,81,65+
252611,female,kris_crist,ottawa,on,ontario,k2g_3k2,canada,north_america,1954-07-03,72,65+
252662,male,antonio_baker,nanaimo,bc,british_columbia,v9r_5h9,canada,north_america,1947-10-22,79,65+
252769,male,charles_edwards,montreal,qc,quebec,h4j_1m9,canada,north_america,1984-05-01,42,36-45
253141,male,tony_ricardo,new_westminster,bc,british_columbia,v3m_6a1,canada,north_america,1954-09-01,72,65+
253233,female,elva_wong,port_perry,on,ontario,l9l_1k2,canada,north_america,1962-12-13,64,56-65
253278,male,robert_tice,vancouver,bc,british_columbia,v6b_3k9,canada,north_america,1985-09-15,41,36-45
253281,female,mary_veit,windsor,on,ontario,n9a_1h9,canada,north_america,1976-11-28,50,46-55
253377,male,clifford_mccoy,chatham,on,ontario,n7m_2g9,canada,north_america,1963-04-07,63,56-65
253505,female,sherry_frazier,kensington,pe,prince_edward_island,c0b_1m0,canada,north_america,1981-07-26,45,36-45
253567,male,samuel_benavides,vancouver,bc,british_columbia,v6b_3k9,canada,north_america,1936-10-02,90,65+
253632,female,patricia_mott,creelman,sk,saskatchewan,s4p_3y2,canada,north_america,1949-04-11,77,65+
253813,female,chasity_bailey,edmonton,ab,alberta,t5j_2r4,canada,north_america,1979-01-13,47,46-55
254142,male,thomas_abbas,ottawa,on,ontario,k2p_0k1,canada,north_america,1981-08-07,45,36-45
254265,male,greg_koch,yellowknife,nt,northwest_territories,x1a_2r3,canada,north_america,1973-04-27,53,46-55
254331,male,jerrell_stepp,hamilton,on,ontario,l8n_3x3,canada,north_america,1980-07-27,46,46-55
254402,female,donna_jones,radway,ab,alberta,t0a_2v0,canada,north_america,1951-12-03,75,65+
254407,male,herman_wiley,quebec,qc,quebec,g1v_3v5,canada,north_america,1982-05-13,44,36-45
254540,female,hazel_skiles,peterborough,on,ontario,k9h_2l1,canada,north_america,1988-06-10,38,36-45
254779,female,susan_brewster,guelph,on,ontario,n1h_2w8,canada,north_america,2000-08-14,26,26-35
254795,female,virginia_lawson,london,on,ontario,n0n_0n0,canada,north_america,1993-09-13,33,26-35
254816,female,ida_martin,sherbrooke,qc,quebec,j1h_1r4,canada,north_america,1978-02-20,48,46-55
254825,female,barbara_singleton,edmonton,ab,alberta,t5j_2r4,canada,north_america,1981-10-07,45,36-45
254861,male,richard_gonzales,montreal,qc,quebec,h3b_4w8,canada,north_america,1989-06-11,37,36-45
255089,male,john_smith,ottawa,on,ontario,k1h_7z1,canada,north_america,1956-08-03,70,65+
255161,female,julia_stripling,ajax,on,ontario,l1s_6l6,canada,north_america,1990-12-11,36,36-45
255267,female,nenita_thibodeau,st_catharines,on,ontario,l2n_1s8,canada,north_america,1956-03-16,70,65+
255284,male,jose_baker,palgrave,on,ontario,l0n_1p0,canada,north_america,1994-05-28,32,26-35
255295,female,meggan_zoeller,holdfast,sk,saskatchewan,s4p_3y2,canada,north_america,1963-11-13,63,56-65
255312,male,gerald_comer,vancouver,bc,british_columbia,v5t_1z7,canada,north_america,1939-10-23,87,65+
255406,female,mary_mckee,calgary,ab,alberta,t2p_0w4,canada,north_america,1936-06-14,90,65+
255479,male,joel_martinez,ile_perrot,qc,quebec,j0p_1k0,canada,north_america,1950-04-09,76,65+
255536,male,william_eley,victoria,bc,british_columbia,v8w_2h9,canada,north_america,1968-01-13,58,56-65
255723,male,manuel_hohn,toronto,on,ontario,m5h_1p6,canada,north_america,1940-05-29,86,65+
255882,male,david_gooden,ste_eulalie,qc,quebec,g0z_1e0,canada,north_america,1987-01-09,39,36-45
256114,female,rose_willis,ottawa,on,ontario,k1z_7b5,canada,north_america,1984-09-04,42,36-45
256411,male,matt_lussier,vancouver,bc,british_columbia,v5r_2t4,canada,north_america,1992-06-27,34,26-35
256475,male,johnny_sanders,west_vancouver,bc,british_columbia,v7v_1y8,canada,north_america,1962-03-19,64,56-65
256526,male,james_rogers,barrie,on,ontario,l4m_3b1,canada,north_america,1936-06-10,90,65+
256531,male,carson_jones,quebec,qc,quebec,g1r_1b8,canada,north_america,1998-06-18,28,26-35
256789,male,kenneth_hutchings,ottawa,on,ontario,k1z_7b5,canada,north_america,1960-07-26,66,65+
256828,male,thomas_hires,provost,ab,alberta,t0b_3s0,canada,north_america,1960-11-25,66,65+
256837,male,emmett_irving,timmins,on,ontario,p4n_1c3,canada,north_america,1964-07-25,62,56-65
257031,female,raquel_coughlan,sackville,ns,nova_scotia,b4e_2r3,canada,north_america,1998-05-23,28,26-35
257225,male,samuel_oubre,oakville,on,ontario,l6j_4z3,canada,north_america,1936-03-13,90,65+
257471,male,simon_moten,thunder_bay,on,ontario,p7e_1j5,canada,north_america,1976-01-25,50,46-55
257642,female,sandra_fernandez,toronto,on,ontario,m5t_1t4,canada,north_america,1955-03-07,71,65+
258135,female,holly_cooper,contrecoeur,qc,quebec,j0l_1c0,canada,north_america,2001-05-02,25,18-25
258236,male,jon_kelsey,toronto,on,ontario,m1l_3k7,canada,north_america,1973-07-28,53,46-55
258316,male,sean_borunda,vernon,bc,british_columbia,v1t_6n1,canada,north_america,1965-04-30,61,56-65
258429,female,julia_woods,montreal,qc,quebec,h3b_4w8,canada,north_america,1944-04-26,82,65+
258702,male,joshua_anderson,montreal,qc,quebec,h3b_2m3,canada,north_america,1978-05-02,48,46-55
259102,female,traci_mcintyre,waterdown,on,ontario,l8g_3r4,canada,north_america,1956-02-22,70,65+
259221,female,josephine_hudson,regina,sk,saskatchewan,s4s_2r3,canada,north_america,1983-09-02,43,36-45
259407,male,aaron_johnson,toronto,on,ontario,m4w_1j7,canada,north_america,1971-03-06,55,46-55
